Date;btc_vol;eth_vol
27.04.2021;0.441007718;0.287855675
28.04.2021;0.446975872;0.319109317
29.04.2021;0.443373632;0.313400268
30.04.2021;0.459747404;0.261279467
1.05.2021;0.456495988;0.306127244
2.05.2021;0.443249795;0.325459101
3.05.2021;0.409528777;0.389423023
4.05.2021;0.399488842;0.363582401
5.05.2021;0.407200517;0.284248069
6.05.2021;0.397795952;0.253476482
7.05.2021;0.447315739;0.258890844
8.05.2021;0.449826723;0.345428136
9.05.2021;0.425251039;0.326282777
10.05.2021;0.383819385;0.335239367
11.05.2021;0.397948155;0.341940187
12.05.2021;0.409504538;0.375792547
13.05.2021;0.415386803;0.33669557
14.05.2021;0.40378964;0.348997937
15.05.2021;0.39710449;0.284749766
16.05.2021;0.410239776;0.303347191
17.05.2021;0.427004554;0.308190718
18.05.2021;0.411194913;0.295779479
